bemerkungen,kreditpunkte,laufnummer,modulbezeichnung,modulbezeichnung_alternativ,kuerzel,semester,id_niveau,stichwoerter,id_sprache,letzte_aenderung,anzahl_durchfuehrungen,id_leistungsnachweis,lerninhalte,aktiv,stundenplanrelevant,summerschool,id_modus,id_herkunft,neu,winterschool,bibliographie,raumanforderung,id_methode,bonus,vorschlagsnote_anteil,zwischenpruefungen_anteil,msp,schlusspruefung_anteil,praktische_arbeit_anteil,id_modultyp,min_studis,max_studis,studis_geschaetzt,modulnummer
,3,B-LS-MI 004,Netzwerke u Kommunikation,Netzwerke und Kommunikation,NK,3,1,"Grundlagen der Datenübertragung / Protokollstapel am Beispiel Internet Protocol Suite / Sicherheitsaspekte (Techniken, Infrastruktur, Verhalten) / Moderne Server-Infrastruktur und Cloud / Medizinische Netzwerkdienste (Fokus Schweiz).",1,2021-05-22,1,52,"<ul>
 <li><font face=Arial size=2>Einführung, Schichtenmodell der Datenübertragung</font></li>
 <ul>
  <li><font face=Arial size=2>ISO/OSI vs TCP/IP, Protokolle vs Services</font></li>
 </ul>
 <li><font face=Arial size=2>Physikalische Datenübertragung</font></li>
 <ul>
  <li><font face=Arial size=2>Physikalische Limitationen, Mulitplexing, Bitserielle Übertragung, Netzwerkgeräte auf dieser Ebene</font></li>
 </ul>
 <li><font face=Arial size=2>Verbindungsschicht, Lokale Netzwerke</font></li>
 <ul>
  <li><font face=Arial size=2>Frames, Adressierung, Layer-2 Switches</font></li>
 </ul>
 <li><font face=Arial size=2>Globale End-zu-End Adressierung</font></li>
 <ul>
  <li><font face=Arial size=2>IPv6, IPv6, Routing, Routing-Protokolle</font></li>
 </ul>
 <li><font face=Arial size=2>Transportschicht</font></li>
 <ul>
  <li><font face=Arial size=2>TCP, UDP, Buffering, Windowing</font></li>
 </ul>
 <li><font face=Arial size=2>Anwendungsschicht</font></li>
 <ul>
  <li><font face=Arial size=2>State Machines von Protokollen, Beispiele bekannter L7 Protokolle (z.B. HTTP, SMTP, FTP)</font></li>
 </ul>
 <li><font face=Arial size=2>Basisdienste im Internet</font></li>
 <ul>
  <li><font face=Arial size=2>DNS, Mail, Web, Sicherheitsaspekte, Verschlüsselung</font></li>
 </ul>
 <li><font face=Arial size=2>Sicherheitsinfrastruktur</font></li>
 <ul>
  <li><font face=Arial size=2>Angreiferprofile, Verteidigungsstrategien, Segmentierungen, Firewalls</font></li>
 </ul>
 <li><font face=Arial size=2>«Cloud»-Dienste</font></li>
 <ul>
  <li><font face=Arial size=2>Moderne virtualisierte Umgebungen, «Elastic computing»</font></li>
 </ul>
 <li><font face=Arial size=2>Netzwerkdienste für den Einsatz im (CH) Gesundheitswesen:</font></li>
 <li><font face=Arial size=2>Beispiele von Dienstanbietern (z.B. HIN, DocBox)</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,2,MI,f,f,,,,f,50,,,50,,1,1,60,50,4
idealerweise vormittags (freitag?),3,B-LS-KT 028,Statistik u Computeranwendungen,Statistik und Computeranwendungen,S1&CA,1,,"Aufbereitung von Daten: Messskalen, Visualisierungen / Statistische Kennzahlen: Mittelwert, Varianz, Median, Boxplot / Vergleich von zwei Stichproben: Kovarianz, Korrelation, lineare Regression / Wahrscheinlichkeitsrechnung: Ereignisse, Rechenregeln, Baumdiagramme / Häufigkeitsverteilungen: Kenngrössen / Beschreibung diskreter Daten durch stetige Funktionen: Polynom-Interpolation, Approximation durch nicht-lineare Funktionen, Datentransformation / Einsatz von Excel.",1,2021-05-25,2,50,"<ul>
 <li><font face=Arial size=2>Aufbereitung von Daten</font></li>
 <ul>
  <li><font face=Arial size=2>Mess-Skalen</font></li>
  <ul>
   <li><font face=Arial size=2>Metrische Skala: Intervall-, Verhältinisskala</font></li>
   <li><font face=Arial size=2>Nicht-metrische Skalen: Nominal-, Ordinalskala</font></li>
  </ul>
  <li><font face=Arial size=2>Visualisierungen</font></li>
  <ul>
   <li><font face=Arial size=2>Balken-, Kreisdiagramme, Histogramm</font></li>
   <li><font face=Arial size=2>Boxplot</font></li>
   <li><font face=Arial size=2>Quantilplot</font></li>
  </ul>
 </ul>
 <li><font face=Arial size=2>Wahrscheinlichkeitsrechnung</font></li>
 <ul>
  <li><font face=Arial size=2>Ereignisse</font></li>
  <li><font face=Arial size=2>Rechenregeln und Baumdiagramme</font></li>
 </ul>
 <li><font face=Arial size=2>Statistische Kennzahlen einer Stichprobe (univariat):</font></li>
 <ul>
  <li><font face=Arial size=2>Häufigkeitsverteilungen: absolut, relativ, Klassenbildung</font></li>
  <li><font face=Arial size=2>Lageparameter: Mittelwert, Median, Modus</font></li>
  <li><font face=Arial size=2>Streuungsparameter: Varianz und Standardabweichung</font></li>
  <li><font face=Arial size=2>Quantile</font></li>
 </ul>
 <li><font face=Arial size=2>Vergleich von zwei Stichproben (bivariat): </font></li>
 <ul>
  <li><font face=Arial size=2>Kreuztabellen, Kontingenztafeln</font></li>
  <ul>
   <li><font face=Arial size=2>bedingte Häufigkeiten; Unabhängigkeitstabelle</font></li>
   <li><font face=Symbol size=2>c</font><font face=Arial size=2>2-Koeffizient, Kontingenzkoeffizient</font></li>
  </ul>
  <li><font face=Arial size=2>Korrelation</font></li>
  <ul>
   <li><font face=Arial size=2>Korrelationskoeffizient: Pearson, Spearman</font></li>
   <li><font face=Arial size=2>Streudiagramm</font></li>
  </ul>
  <li><font face=Arial size=2>lineare Regression</font></li>
 </ul>
 <li><font face=Arial size=2>Beschreibung diskreter Daten durch stetige Funktionen: </font></li>
 <ul>
  <li><font face=Arial size=2>Polynom-Interpolation</font></li>
  <li><font face=Arial size=2>Approximation durch nicht-lineare Funktionen </font></li>
  <li><font face=Arial size=2>Daten-Transformation</font></li>
 </ul>
 <li><font face=Arial size=2>Praktisches Arbeiten mit Excel und weiterer Software</font></li>
 <ul>
  <li><font face=Arial size=2>Basisfunktionen zum Rechnen in Tabellen</font></li>
  <li><font face=Arial size=2>Datenerfassung und -kontrollen</font></li>
  <li><font face=Arial size=2>Graphische Darstellungen zur Visualisierung von Ausgangsdaten, Zwischen- und Endergebnissen </font></li>
  <li><font face=Arial size=2>Einsatz des Funktionsassistenten, v.a. von statistischen Funktionen</font></li>
  <li><font face=Arial size=2>Einsatz von internen Software-Funktionen zur Datenauswertung</font><font
      size=2>&nbsp;</font></li>
 </ul>
</ul>",t,t,f,2,KT,f,f,,,,f,30,,,70,,2,1,130,115,348
,3,B-LS-CH 012,Chemische Kinetik u Reaktionstechnik,Chemische Kinetik und Reaktionstechnik,CKEC,2,,"Empirische chemische Kinetik, Reaktionsdiagramme, Reaktionsgeschwindigkeiten, Reaktionsordnungen, Geschwindigkeitsgesetze, Halbwertszeit, Stosstheorie, Arrheniusgleichung, Reaktionsmechanismus, Reaktionen in verschiedenen Phasen, Kettenreaktionen / Prinzip Katalyse, Bio-, homogene und heterogene Katalyse, Michaelis-Menten-Kinetik / Betriebsweise von Reaktoren mit homogenen Reaktionen (kontinuierlich, diskontinuierlich), Reaktorenauslegung (Volumen, Verweilzeiten).",1,2021-05-22,1,52,"<ul>
 <li><font face=Arial size=2>Definition chemische Kinetik / Reaktionsgeschwindigkeit</font></li>
 <ul>
  <li><font face=Arial size=2>Reaktionsverläufe</font></li>
  <li><font face=Arial size=2>Faktoren </font></li>
  <li><font face=Arial size=2>Stosstheorie</font></li>
 </ul>
 <li><font face=Arial size=2>Reaktionsordnungen &amp; Geschwindigkeitsgesetze</font></li>
 <ul>
  <li><font face=Arial size=2>differenzielles Geschwindigkeitsgesetz</font></li>
  <li><font face=Arial size=2>Integriertes Geschwindigkeitsgesetz</font></li>
  <li><font face=Arial size=2>Halbwertszeiten</font></li>
  <li><font face=Arial size=2>Aktivierungsenergie /Arrhenius Gleichung</font></li>
 </ul>
 <li><font face=Arial size=2>Reaktionsmechanismen/Mehrstufigereaktionen</font></li>
 <ul>
  <li><font face=Arial size=2>Elementarreaktionen</font></li>
  <li><font face=Arial size=2>Energieprofile</font></li>
  <li><font face=Arial size=2>Geschwindigkeitsgesetz</font></li>
 </ul>
 <li><font face=Arial size=2>Katalyse</font></li>
 <ul>
  <li><font face=Arial size=2>Homogene, Heterogene, Biokatalyse</font></li>
  <li><font face=Arial size=2>Reaktionsverlauf Energieprofile mit Katalysator</font></li>
  <li><font face=Arial size=2>Enzymkinetik, Aktivität, Michaelis-Menten</font></li>
 </ul>
 <li><font face=Arial size=2>Reaktionstechnik</font></li>
 <ul>
  <li><font face=Arial size=2>Kinetische Modelle für homogene Reaktionen</font></li>
  <li><font face=Arial size=2>Ermittlung und Analyse exp. Geschwindigkeitsdaten</font></li>
  <li><font face=Arial size=2>Typen von Reaktoren</font></li>
  <li><font face=Arial size=2>Isotherme ideale Reaktoren</font></li>
  <li><font face=Arial size=2>Reaktordesign und Scale-Down ins Labor </font></li>
  <li><font face=Arial size=2>Temperatur und Druckeffekte</font></li>
  <li><font face=Arial size=2>Auslegung und Verweilzeiten</font><font size=2>&nbsp;</font></li>
 </ul>
</ul>",t,t,f,2,CH,f,f,,,,f,,,,100,,1,1,40,20,299
,10,B-LS-MT 028,Praxisprojekt MT,Praxisprojekt MT,PrxPMT,6,,,3,2021-05-22,1,27,,t,f,f,,MT,f,f,,,,f,,,,,100,4,1,45,34,40
,20,B-LS-UT 031,Bachelor-Arbeit UT,Bachelor-Arbeit UT,BScTUT,6,,,3,2021-05-22,1,27,,t,f,f,10,UT,f,f,,,,f,,,,,100,5,1,20,,46
,3,B-LS-MT 013,Biomechanik,Biomechanik,BM,4,,Anatomische und mathematisch-physikalische Grundlagen / Kinematik der Gelenke / Mechanische und physiologische Eigenschaften des Bewegungsapparats / Statische und dynamische biomechanische Modellrechnung / Klinisch-biomechanische Aspekte ausgewählter biologischer Strukturen / Biomechanische Messungen / Biomechanische Simulation.,1,2021-12-02,2,52,"<ul>
 <li><font face=Arial size=2>Biologische und mechanische Grundlagen</font></li>
 <ul>
  <li><font face=Arial size=2>Aktiver und passiver Bewegungsapparat</font></li>
  <li><font face=Arial size=2>Bezugssysteme und Bewegungsebenen</font></li>
  <li><font face=Arial size=2>Anthropometrie</font></li>
 </ul>
 <li><font face=Arial size=2>Kinematik</font></li>
 <ul>
  <li><font face=Arial size=2>Messtechnik: 2D versus 3D</font></li>
  <li><font face=Arial size=2>Bewegungsanalyse</font></li>
  <li><font face=Arial size=2>Gelenkwinkelberechnung und -interpretation</font></li>
 </ul>
 <li><font face=Arial size=2>Kinetik</font></li>
 <ul>
  <li><font face=Arial size=2>Messtechnik: Kraftmessplatten und Druckmesssysteme</font></li>
  <li><font face=Arial size=2>Bodenreaktionskräfte</font></li>
  <li><font face=Arial size=2>Druckmessgrössen</font></li>
 </ul>
 <li><font face=Arial size=2>Muskelfunktion I: Isokinetische Kraftmessung</font></li>
 <ul>
  <li><font face=Arial size=2>Muskelphysiologie</font></li>
  <li><font face=Arial size=2>Messtechnik eines isokinetischen Kraftgerätes</font></li>
  <li><font face=Arial size=2>Messgrössen (Drehmoment, Arbeit, Leistung)</font></li>
  <li><font face=Arial size=2>Anwendung im klinischen Setting</font></li>
 </ul>
 <li><font face=Arial size=2>Muskelfunktion II: Elektromyografie</font></li>
 <ul>
  <li><font face=Arial size=2>Signalentstehung, -erfassung und –verarbeitung</font></li>
  <li><font face=Arial size=2>Messparameter (Amplitude und Frequenzanalyse)</font></li>
  <li><font face=Arial size=2>Anwendung und Interpretation</font></li>
 </ul>
 <li><font face=Arial size=2>Biomechanische Simulation</font></li>
</ul>",t,t,f,1,MT,f,f,,,,f,,,,100,,1,1,45,40,53
,20,B-LS-CH 043,Bachelor-Arbeit CH,Bachelor-Arbeit CH,BScTCH,6,,,3,2021-05-22,1,27,,t,f,f,10,CH,f,f,,,,f,,,,,100,5,1,400,20,41
,3,B-LS-MI 028,Diskrete Mathematik,Diskrete Mathematik,DM,4,,"Grundlagen: Schubfachprinzip, vollständige Induktion / Zahlentheorie: Primzahlen, modulare Arithmetik, rechnen mit Polynomen, CRC-Prüfsummen, kryptografische Protokolle / Algebraische Strukturen: boolesche Algebra, zyklische Gruppen, fehlerkorrigierende Codes / Graphentheorie: Bäume, Graphen (Matching, Hamilton-Kreise, Euler-Touren, Breiten- und Tiefensuche) / Netzwerke (Dijksrta).",1,2021-05-22,1,52,,t,t,f,1,MI,f,f,,,,f,,,,100,,1,1,25,15,176
,10,B-LS-UT 030,Praxisprojekt UT,Praxisprojekt UT,PrxPUT,6,,,3,2021-05-22,1,27,,t,f,f,,UT,f,f,,,,f,,,,,100,4,1,20,9,44
,3,B-LS-CH 006,Analytische TT u MS I,Einführung in analytische Trenntechniken und Massenspektrometrie,EATM,1,,"Der analytische Prozess (allgemeine Schritte der chemischen Analyse, Handwerkszeug des Analytikers, Wägen und Volumenmessungen, analytische Kenngrössen, Kalibrationsmethoden) / Einführung in analytische Trennverfahren (chromatographische Kenngrössen und Optimierung von Trennungen) / Gas-, Hochleistungsflüssigkeits-, Dünnschicht- und Grössenausschlusschromatographie mit Anwendungen / Einführung in die Massenspektrometrie (Überblick Ionisationsarten und MS-Analysatoren, Anwendungen).",1,2021-05-22,1,52,"<ul>
 <li><font face=Arial size=2>Der analytische Prozess</font></li>
 <ul>
  <li><font face=Arial size=2>Allgemeine Schritte der chemischen Analyse</font></li>
  <li><font face=Arial size=2>Werkzeuge in der Analytik</font></li>
  <ul>
   <li><font face=Arial size=2>Volumenmessungen</font></li>
   <li><font face=Arial size=2>Wägen</font></li>
   <li><font face=Arial size=2>Analytische Kenngrössen</font></li>
   <li><font face=Arial size=2>Kalibrationsmethoden</font></li>
  </ul>
 </ul>
 <li><font face=Arial size=2>Einführung in analytische Trennverfahren</font></li>
 <ul>
  <li><font face=Arial size=2>Grundlagen der Chromatographie</font></li>
  <ul>
   <li><font face=Arial size=2>Chromatographische Kenngrössen</font></li>
   <li><font face=Arial size=2>Van Deemter Gleichung</font></li>
   <li><font face=Arial size=2>Optimieren von Trennungen</font></li>
  </ul>
  <li><font face=Arial size=2>Gaschromatographie</font></li>
  <ul>
   <li><font face=Arial size=2>Aufbau der Systeme</font></li>
   <li><font face=Arial size=2>Mobile und stationäre Phasen</font></li>
   <li><font face=Arial size=2>Wichtigste Detektoren (FID, WLD)</font></li>
   <li><font face=Arial size=2>Anwendungen</font></li>
  </ul>
  <li><font face=Arial size=2>Flüssigkeitschromatographie</font></li>
  <ul>
   <li><font face=Arial size=2>Trennprinzipien (Normal-Phase und Reversed Phase Trennungen, Grössenausschlusschromatographie)</font></li>
   <li><font face=Arial size=2>Aufbau der Systeme</font></li>
   <li><font face=Arial size=2>Hochleistungsflüssigkeitschromatographie</font></li>
   <li><font face=Arial size=2>Mobile und stationäre Phasen</font></li>
   <li><font face=Arial size=2>Wichtigste Detektoren (UV, DAD)</font></li>
   <li><font face=Arial size=2>Anwendungen</font></li>
  </ul>
  <li><font face=Arial size=2>Planare Chromatographie</font></li>
  <ul>
   <li><font face=Arial size=2>Grundlagen</font></li>
   <li><font face=Arial size=2>Mobile und stationäre Phasen</font></li>
   <li><font face=Arial size=2>Detektion</font></li>
   <li><font face=Arial size=2>Anwendungen</font></li>
  </ul>
 </ul>
 <li><font face=Arial size=2>Einführung in die Massenspektrometrie</font></li>
 <ul>
  <li><font face=Arial size=2>Massenangaben in der Chemie</font></li>
  <li><font face=Arial size=2>Informationen aus Massenspektren</font></li>
  <ul>
   <li><font face=Arial size=2>Isotopenmuster</font></li>
   <li><font face=Arial size=2>Stickstoffregel</font></li>
   <li><font face=Arial size=2>Auflösung in der Massenspektrometrie</font></li>
  </ul>
  <li><font face=Arial size=2>Ionenquellen</font></li>
  <ul>
   <li><font face=Arial size=2>Elektronenstossionisation (EI)</font></li>
   <li><font face=Arial size=2>Chemische Ionisation (CI)</font></li>
   <li><font face=Arial size=2>Elektrospray Ionisation (ESI)</font></li>
   <li><font face=Arial size=2>Chemische Ionisation bei Atmosphärendruck (APCI)</font></li>
   <li><font face=Arial size=2>Matrix Assisted Laser Desoption (MALDI)</font></li>
  </ul>
  <li><font face=Arial size=2>Massenanalysatoren</font></li>
  <ul>
   <li><font face=Arial size=2>Sektorfeldgeräte</font></li>
   <li><font face=Arial size=2>Quadrupole</font></li>
   <li><font face=Arial size=2>Ionenfallen</font></li>
   <li><font face=Arial size=2>Flugzeitmassenspektrometer (TOF)</font></li>
  </ul>
  <li><font face=Arial size=2>Interpretation einfacher EI-Massenspektren</font></li>
  <li><font face=Arial size=2>Anwendungen der Massenspektrometrie</font><font
      size=2> </font></li>
 </ul>
</ul>",t,t,f,3,CH,f,f,,,,f,25,,,75,,1,1,40,27,88
"Bitte zwischen den 2 L Blöcke mindestens 2 Tage Pause lassen
Idealerweise vormittags parallel zu Analysis II",3,B-LS-KT 004,Erweiterte mathematische Gl.,Erweiterte mathematische Grundlagen - Analysis und induktive Statistik,EMGAIS,2,,"Funktionen mehrerer Variablen: Beispiele, Darstellung als Fläche im Raum, Schnittkurvendiagramme / Differentialrechnung: partielle Ableitungen, Linearisierung, Extremalwerte, Fehlerfortpflanzung / Spezielle Verteilungen: Binomial-, Normal-, Exponentialverteilung / Erwartungswert, Varianz, Standardabweichung / Schliessende Statistik: Vertrauensintervalle, Hypothesentests: 1- und 2 Stichproben t-Test, Chi2-Test, Kreuztabellen, ANOVA / Einsatz von Excel.",1,2021-05-22,1,52,"<ul>
 <li><font face=Arial size=2>Funktionen mehrerer Variablen</font></li>
 <ul>
  <li><font face=Arial size=2>Definition und Beispiele von mehrdimensionalen Funktionen sowie Anschauung von zweidimensionalen Funktionen als Fläche im Raum; Schnittkurvendiagramme</font></li>
  <li><font face=Arial size=2>Differentialrechnung mit Funktionen mehrerer Variablen</font></li>
  <ul>
   <li><font face=Arial size=2>Partielle Ableitungen: Rechenregeln und geometrische Interpretation</font></li>
   <li><font face=Arial size=2>Anwendungen: Berechnung der Tangentialebene und des totalen Differentials, Bestimmung von Extremalwerten, lineare Fehlerfortpflanzung</font></li>
  </ul>
 </ul>
 <li><font face=Arial size=2>Statistik</font></li>
 <ul>
  <li><font face=Arial size=2>Wahrscheinlichkeits-/Verteilungsfunktionen</font></li>
  <ul>
   <li><font face=Arial size=2>Spezielle Verteilungen: Binomial-, Normal-, Exponentialverteilung</font></li>
   <li><font face=Arial size=2>Erwartungswert und Varianz resp. Standardabweichung</font></li>
  </ul>
 </ul>
 <li><font face=Arial size=2>Induktive Statistik</font></li>
 <ul>
  <li><font face=Arial size=2>Vertrauensintervalle für den Mittelwert und die Varianz</font></li>
  <li><font face=Arial size=2>Hypothesentests: allgemeines Testverfahren, 1- und 2-Stichproben t-Test, Chi2-Test, Kreuztabellen, Varianzanalyse (ANOVA)</font></li>
  <li><font face=Arial size=2>Umgang mit Verteilungstabellen und Interpretation von Testergebnissen </font></li>
 </ul>
 <li><font face=Arial size=2>Einsatz von Matlab zur Visualisierung mehrdimensionaler Funktionen</font></li>
 <li><font face=Arial size=2>Einsatz von Excel zur Datenanalyse und Hypothesentests</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,3,KT,f,f,,,,f,20,,,80,,1,1,50,45,98
,3,B-LS-PT 017,Qualitätsmgt u Registrierung,Qualitätsmanagement und Registrierung,QMR1,4,,"Zusammenhänge zwischen Labor-, Pilotierungs-, Herstellprozessen und den cGxP-Regeln / Regulatorische Anforderungen in den einzelnen Stadien der Arzneimittelentwicklung und -produktion / Risikoanalysen / Erstellen technischer Spezifikationen / Test- und Prüfpläne / Durchführung und Leitung eines Qualifizierungs- bzw. Validierungsprojekts.",1,2021-05-22,1,52,"<ul>
 <li><font face=Arial size=2>GMP Basiswissen</font></li>
 <li><font face=Arial size=2>Regularien</font></li>
 <li><font face=Arial size=2>Pharmazeutische Qualitätssicherungssystem</font></li>
 <li><font face=Arial size=2>Organisation</font></li>
 <li><font face=Arial size=2>Qualitätssicherungsprozesse</font></li>
 <li><font face=Arial size=2>Q-Mängel in der Produktion</font></li>
 <li><font face=Arial size=2>Produktion sterile Arzneimittel</font></li>
 <li><font face=Arial size=2>Personalhygiene</font></li>
 <li><font face=Arial size=2>Qualifizierung, Validierung, Monitoring</font></li>
 <li><font face=Arial size=2>Drug product regulation and legislation</font></li>
 <li><font face=Arial size=2>Regulatory lifecycle</font></li>
 <li><font face=Arial size=2>Marketing authorisation application</font></li>
 <li><font face=Arial size=2>EU application procedures</font></li>
 <li><font face=Arial size=2>EU Common Technical Document - Modules</font></li>
 <li><font face=Arial size=2>Post-approval changes </font></li>
 <li><font face=Arial size=2>Swissmedic und Inspektionen </font><font size=2>&nbsp;</font></li>
</ul>",t,t,f,2,PT,f,f,,,,f,,,,100,,1,1,20,16,342
